sno,filename,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20
80,Script_44_Inch_Chest.txt,0.006211981,0.001572327,0.185921229,0.002809568,0.00105681,0.000231983,0.40346943,2.58E-05,2.58E-05,0.282838437,2.58E-05,0.003015775,2.58E-05,0.006830601,0.016625425,0.000335086,0.002912671,0.086014022,2.58E-05,2.58E-05
81,Script_Adventures_of_Buckaroo_Banzai_Across_the_Eighth_Dimension_The.txt,0.007127626,0.000809509,0.243346233,0.000809509,0.001757226,0.00302085,1.97E-05,0.004995261,0.000177697,0.114851524,1.97E-05,0.002389038,1.97E-05,0.000651556,0.005548097,0.489752804,1.97E-05,0.114851524,0.009733849,9.87E-05
82,Script_12_and_Holding.txt,0.000136522,0.000464176,0.150202053,2.73E-05,0.00024574,2.73E-05,0.000573394,2.73E-05,0.000136522,0.351381608,2.73E-05,0.000136522,2.73E-05,2.73E-05,0.009310834,2.73E-05,0.31686872,0.170079729,2.73E-05,0.00024574
83,Script_Austin_Powers_-_International_Man_of_Mystery.txt,0.000725508,0.001325928,0.200365256,0.000525368,0.000425298,0.000325228,2.50E-05,0.397803462,2.50E-05,0.258505954,0.000725508,0.001425998,0.000725508,0.000125088,0.000125088,0.001225858,0.002126489,0.129315521,0.001325928,0.002826979
84,Script_Amour.txt,0.000721807,0.000212296,0.140667459,4.25E-05,4.25E-05,0.000212296,0.000382133,0.000212296,0.000721807,0.468452785,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,0.00055197,0.164274796,4.25E-05,0.22320822
85,Script_Alien_3.txt,2.46E-05,2.46E-05,0.370800079,2.46E-05,2.46E-05,2.46E-05,2.46E-05,0.003867376,0.020420731,0.146541531,2.46E-05,0.000517292,2.46E-05,0.003276185,0.001502611,2.46E-05,0.004655631,0.059045226,0.389127008,2.46E-05
86,Script_Anniversary_Party_The.txt,0.000155029,0.352009178,0.114752573,0.000155029,0.000527099,3.10E-05,0.000279052,0.000651122,0.000155029,0.400998388,3.10E-05,0.000279052,3.10E-05,0.000527099,3.10E-05,3.10E-05,3.10E-05,0.129263302,3.10E-05,3.10E-05
87,Script_30_Minutes_or_Less.txt,2.37E-05,0.002493351,0.220673442,0.000403685,2.37E-05,2.37E-05,0.000403685,2.37E-05,2.37E-05,0.265696239,2.37E-05,0.002113412,0.200726634,0.003538184,0.000213716,0.000118731,2.37E-05,0.303405205,2.37E-05,2.37E-05
88,Script_Absolute_Power.txt,2.11E-05,0.000105672,0.197501902,0.000528362,0.000359286,2.11E-05,0.000105672,2.11E-05,2.11E-05,0.2204117,0.000105672,0.322195452,2.11E-05,2.11E-05,2.11E-05,0.000359286,2.11E-05,0.257946572,2.11E-05,0.00019021
89,Script_48_Hrs..txt,2.47E-05,0.001212631,0.153459711,0.000123738,2.47E-05,0.000321718,2.47E-05,0.000222728,2.47E-05,0.262942982,0.000123738,2.47E-05,2.47E-05,0.000618689,0.001410612,0.330652346,0.000519699,0.240769155,0.000123738,0.00735003
90,Script_After.Life.txt,2.20E-05,2.20E-05,0.27094541,2.20E-05,2.20E-05,2.20E-05,0.311954317,2.20E-05,2.20E-05,0.181519534,0.00019843,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05,0.00019843,0.212562836,2.20E-05,0.022334421
91,Script_All_About_Eve.txt,0.442594029,1.94E-05,0.10727026,0.000794882,0.000717332,1.94E-05,1.94E-05,1.94E-05,0.00374176,0.363958899,1.94E-05,0.000174486,1.94E-05,0.000174486,0.001803024,0.000174486,0.001492827,0.07694843,1.94E-05,1.94E-05
92,Script_Anonymous.txt,0.002554455,0.000257426,0.180059406,0.00580198,1.98E-05,1.98E-05,9.90E-05,0.000178218,0.001287129,0.201366337,1.98E-05,1.98E-05,0.476217822,1.98E-05,1.98E-05,1.98E-05,0.008415842,0.123029703,0.00049505,9.90E-05
93,Script_Artist_The.txt,0.26038206,3.78E-05,0.230028692,0.001094835,3.78E-05,0.000188765,3.78E-05,3.78E-05,0.000188765,0.24512987,3.78E-05,3.78E-05,3.78E-05,3.78E-05,3.78E-05,0.000188765,0.000339777,0.250415282,3.78E-05,0.01166566
